"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"R4EJPQVA","webpage","2016","Weinersmith, Zach","Saturday Morning Breakfast Cereal","","","","","http://www.smbc-comics.com/index.php?id=3978","","2016-01-05","2016-09-13 17:04:56","2016-09-13 17:04:56","2016-01-18 18:17:09","","","","","","","","","","","","","","","","","","","","","","<p>Clock comic--CLOCK YEAH!</p>","","http://www.smbc-comics.com/index.php?id=3978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ARRPQJW","conferencePaper","2014","Clow, Doug","Data wranglers: human interpreters to help close the feedback loop","Proceedings of the Fourth International Conference on Learning Analytics And Knowledge","","","","","","2014","2016-09-13 17:04:56","2016-09-13 17:04:56","","49–53","","","","","","","","","","","ACM","","","","","","","","","","<p>HUmans were used to provide information regarding data to less technical staff so that they could implement changes in learning environments</p> <p>Data wrangling reports were created for each of the 7 faculties based on the data that was presented. They were able to interpret things like uniwue visits to sites, student enjoyment of activities,</p> <p>This helped to ""close thefeedback loop"" which means they were able to take the data and create interventions or suggestions in order to actually implement changes as a result of the data</p> <p>Interestingly, there aren't many metrics that support the effectiveness of this approach. student retention, completion, and feedback were no better, and some were wrose.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9AASG366","magazineArticle","2015","Kucirkova, Natalia; FitzGerald, Elizabeth","Zuckerberg is ploughing billions into 'personalised learning' – why?","The Conversation","","","","http://theconversation.com/zuckerberg-is-ploughing-billions-into-personalised-learning-why-51940","Zuckerburg wants to plough billions into personalised learning, but his way may not be the right way.","2015-12-09","2016-09-13 17:04:56","2016-09-13 17:04:56","2016-01-18 19:14:05","","","","","","","","","","","","","","","","","","","","","","<p>Chan-Zuckerberg initiative is investing heavily in personalized learning</p> <p>Zuck on personalized learning--""working with students to customize instruction to meet the students indibidual needs and interests""</p> <p>Danger's of personalized learning: <br />1. Learning only their interests limits general knowledge<br />2. Challenges of real world may not be present in such a customized approach<br />3. Changes in preferences will cause issues, they aren't fixed but instead respond to environment</p>","","https://theconversation.com/zuckerberg-is-ploughing-billions-into-personalised-learning-why-51940","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CGDTW6HZ","videoRecording","2015","Georgia Tech","Feature Selection","","","","","https://www.youtube.com/watch?v=8CpRLplmdqE","","2015-02-23","2016-09-13 17:04:56","2016-09-13 17:04:56","2016-01-18 19:18:06","","","","","","","","","","","","Youtube","","","","","","","","","","<p><a href=""https://www.youtube.com/watch?v=8CpRLplmdqE\"">https://www.youtube.com/watch?v=8CpRLplmdqE\</a></p> <p>Feature Discovery: How do we know which features actually matter?</p> <p>Curse of Dimensionality: As you add more features, you need exponentially more data<br />So it is really nice to have less features</p>","","https://www.youtube.com/watch?v=8CpRLplmdqE","","","","","","","","","","","","","","","Udacity","","","","","","","","3:13","","","","","","","","","","","","","","","","","","","","","","","","",""
"U59T4F37","bookSection","2016","Hanneman, R.A.; Riddle, M.","Chapter 1: Social Network Data","Introduction to Social Network Methods","","","","http://faculty.ucr.edu/~hanneman/nettext/C1_Social_Network_Data.html","","2016-01-18","2016-09-13 17:04:56","2016-09-13 17:04:56","2016-01-18 20:17:24","","","","","","","","","","","","","","","","","","","","","","<p><!--StartFragment--><span style=""font-family: Arial;"">""Network"" data (in their purest form) consist of a square array of measurements. The rows of the array are the cases, or subjects, or observations. The columns of the array are -- and note the key difference from conventional data -- the same set of cases, subjects, or observations. In each cell of the array describes a relationship between the actors.</span></p> <p><!--EndFragment-->Nodes: Network data are defined by actors and by relations- nodes and edges.</p> <p>Network analysis focuses on the relations among actors and not individual actors and their attributs</p> <p>Full Network Methods: collect the information about each actors ties with ALL other actors</p> <p><!--StartFragment--><span style=""font-family: Arial;""><br /></span><!--EndFragment--></p>","","http://faculty.ucr.edu/~hanneman/nettext/C1_Social_Network_Data.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4247HB4I","webpage","2014","Groelmund, Garrett","RStudio Cheat Sheets","RStudio","","","","https://www.rstudio.com/resources/cheatsheets/","","2014-08-01","2016-09-13 17:04:56","2016-09-13 17:04:56","2016-01-19 21:17:28","","","","","","","","","","","","","","","","","","","","","","","","http://shiny.rstudio.com/articles/rm-cheatsheet.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JK88SHET","conferencePaper","2013","san Pedro, Maria Ofelia; Baker, Ryan; Bowers, Alex; Heffernan, Neil","Predicting college enrollment from student interaction with an intelligent tutoring system in middle school","Educational Data Mining 2013","","","","","","2013","2016-09-13 17:04:56","2016-09-13 17:04:56","","","","","","","","","","","","","","","","","","","","","","","<p>Analyzed student interaction with tutoring system and then tried to predict college attendance</p> <p>Used ASSISTments to measure middle school mathemetics, this assessing their knowledge wile assisting their learning</p> <p>Then they took data from studentclearinghouse to see if the students were enrolled in college or not</p> <p>They created detectors of student affect and behavior and applied them to the dataset</p> <p>Results: Students that had higher avg. knowledge estimate, avg. correct, number of first actions, avg. skip/carelessness, engagement were more likely to go to college. <br />Avverage gaming, average boredom, confusion and off task were all related to lower colelge going rates</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KP4DC9DJ","journalArticle","2012","Greller, Wolfgang; Drachsler, Hendrik","Translating Learning into Numbers: A Generic Framework for Learning Analytics","Journal of Educational Technology & Society","","1176-3647","","http://www.jstor.org/stable/jeductechsoci.15.3.42","ABSTRACT With the increase in available educational data, it is expected that Learning Analytics will become a powerful means to inform and support learners, teachers and their institutions in better understanding and predicting personal learning needs and performance. However, the processes and requirements behind the beneficial application of Learning and Knowledge Analytics as well as the consequences for learning and teaching are still far from being understood. In this paper, we explore the key dimensions of Learning Analytics (LA), the critical problem zones, and some potential dangers to the beneficial exploitation of educational data. We propose and discuss a generic design framework that can act as a useful guide for setting up Learning Analytics services in support of educational practice and learner guidance, in quality assurance, curriculum development, and in improving teacher effectiveness and efficiency. Furthermore, the presented article intends to inform about soft barriers and limitations of Learning Analytics. We identify the required skills and competences that make meaningful use of Learning Analytics data possible to overcome gaps in interpretation literacy among educational stakeholders. We also discuss privacy and ethical issues and suggest ways in which these issues can be addressed through policy guidelines and best practice examples.","2012","2016-09-13 17:04:57","2016-09-13 17:04:57","2016-09-03 18:55:41","42-57","","3","15","","Journal of Educational Technology & Society","Translating Learning into Numbers","","","","","","","","","","","","JSTOR","","","<p>Stakeholder section includes data clients and data subjects. Data clients are the beneficiaries of the LA proess who are entitled and meant to act upon the outcome (I.e. teachers) and data subjects are the suppliers of the data (i.e. learners)</p> <p>ethical problems impact the reach of learning analytics data as well as other limitations like competencies in understanding the data, and legal uncertainty with regards to curation and ownership.</p> <p>Also addresses some concerns about using Learning analytics ""for bad"", but specifies that Learning Analytics takes a bottom up appraoch, taking the learners needs as most important.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZ27C3EP","bookSection","2006","Kay, Judy; Maisonneuve, Nicolas; Yacef, Kalina; Reimann, Peter","The Big Five and Visualisations of Team Work Activity","Intelligent Tutoring Systems","978-3-540-35159-7 978-3-540-35160-3","","","http://link.springer.com/chapter/10.1007/11774303_20","We have created a set of novel visualisations of group activity: they mirror activity of individuals and their interactions, based upon readily available authentic data. We evaluated these visualisations in the context of a semester long software development project course. We give a theoretical analysis of the design of our visualizations using the framework from the “Big 5” theory of team work as well as a qualitative study of the visualisations and the students’ reflective reports. We conclude that these visualisations provide a powerful and valuable mirroring role with potential, when well used, to help groups learn to improve their effectiveness.","2006-06-26","2016-09-13 17:04:57","2016-09-13 17:04:57","2016-09-03 19:10:12","197-206","","","","","","","","","","","Springer Berlin Heidelberg","","en","©2006 Springer-Verlag Berlin Heidelberg","","","","link.springer.com","","","<p>Five Teamwork Competencies:&nbsp;Team Leadership, Mutal performance monitoring, backup behavior, adaptability,<br />&nbsp;Team orientation</p> <p>In order to realize the benefits of the five competencies, three <em>coordinating mechanisms</em>&nbsp; must be enacted:Shared Mental Models-mapping roles and how temmembers will interact, Mutual Trust-shared belief that team members will perform roles, and Closed Loop communication-exchange of info between sender and receiver</p> <p>Types of Visualizations used:Activity Radar-a circle representing the range of participation and colored dots each representing an entity for which we want to compare participation levels.<br />Interaction Network-modeled as a unidirectional graph, consisting of a set of nodes and edges, where each node represents a user and an edge represents an interaction between the two corresponding users<br />Wattle Tree-</p> <p>&nbsp;</p>","","https://link.springer.com/chapter/10.1007/11774303_20","","Artificial Intelligence (incl. Robotics); Computers and Education; Information Systems Applications (incl. Internet); Multimedia Information Systems; User Interfaces and Human Computer Interaction","Ikeda, Mitsuru; Ashley, Kevin D.; Chan, Tak-Wai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDCZ2IZZ","journalArticle","2015","Konstan, Joseph A.; Walker, J. D.; Brooks, D. Christopher; Brown, Keith; Ekstrand, Michael D.","Teaching Recommender Systems at Large Scale: Evaluation and Lessons Learned from a Hybrid MOOC","ACM Trans. Comput.-Hum. Interact.","","1073-0516","10.1145/2728171","http://doi.acm.org/10.1145/2728171","","2015-04","2016-09-13 17:04:57","2016-09-13 17:04:57","2016-09-03 20:38:02","10:1–10:23","","2","22","","","Teaching Recommender Systems at Large Scale","","","","","","","","","","","","ACM Digital Library","","","<p><!--StartFragment--></p> <p>Looked at a course that taught recommender systems. These were mostly students who were male, educated, and under the age of 35, living outside of US.</p> <p>The goals of the study:<br />1.Do students learn in this MOOC?<br />2. Do students who have access to MOOC material but also face to face with professor learn more?<br />3. What factors predict course completion<br />4. Differences between learning and practicing in MOOC and in traditional class?<br />5. Reasons for taking the MOOC, do these impact course performance?<br />6. Do the MOOC students retain what they've learned--measured 5 months after the course.</p> <p>Results:<br />Intention is the best indicator of completeness, face to face students learned atleast as much as MOOCs, students of all incoming knowledge levels benefitted, programming students gained further knowledge, retention 5 months later seemed good for both MOOC and traditional classroom</p> <p><!--EndFragment--></p>","","","","learning assessment; Massively Online Open Course (MOOC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MVKSXZEP","bookSection","2013","Desmarais, Michel C.; Naceur, Rhouma","A Matrix Factorization Method for Mapping Items to Skills and for Enhancing Expert-Based Q-Matrices","Artificial Intelligence in Education","978-3-642-39111-8 978-3-642-39112-5","","","http://link.springer.com/chapter/10.1007/978-3-642-39112-5_45","Uncovering the right skills behind question items is a difficult task. It requires a thorough understanding of the subject matter and of the cognitive factors that determine student performance. The skills definition, and the mapping of item to skills, require the involvement of experts. We investigate means to assist experts for this task by using a data driven, matrix factorization approach. The two mappings of items to skills, the expert on one side and the matrix factorization on the other, are compared in terms of discrepancies, and in terms of their performance when used in a linear model of skills assessment and item outcome prediction. Visual analysis shows a relatively similar pattern between the expert and the factorized mappings, although differences arise. The prediction comparison shows the factorization approach performs slightly better than the original expert Q-matrix, giving supporting evidence to the belief that the factorization mapping is valid. Implications for the use of the factorization to design better item to skills mapping are discussed.","2013-07-09","2016-09-13 17:04:57","2016-09-13 17:04:57","2016-09-03 20:44:11","441-450","","","","","","","","","","","Springer Berlin Heidelberg","","en","©2013 Springer-Verlag Berlin Heidelberg","","","","link.springer.com","","","","","https://link.springer.com/chapter/10.1007/978-3-642-39112-5_45","","alternating least squares matrix factorization; Artificial Intelligence (incl. Robotics); Cognitive modeling; Computers and Education; Educational Technology; Information Systems Applications (incl. Internet); latent skills; Pedagogic Psychology; skills assessment; Student models; User Interfaces and Human Computer Interaction","Lane, H. Chad; Yacef, Kalina; Mostow, Jack; Pavlik, Philip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBNIDJ59","book","2015","Matsuda, Noboru; Furukawa, Tadanobu; Bier, Norman; Faloutsos, Christos","Machine Beats Experts: Automatic Discovery of Skill Models for Data-Driven Online Course Refinement","","","","","http://eric.ed.gov/?id=ED560513","How can we automatically determine which skills must be mastered for the successful completion of an online course? Large-scale online courses (e.g., MOOCs) often contain a broad range of contents frequently intended to be a semester's worth of materials; this breadth often makes it difficult to articulate an accurate set of skills and knowledge (i.e., a skill model, or the QMatrix). We have developed an innovative method to discover skill models from the data of online courses. Our method assumes that online courses have a pre-defined skill map for which skills are associated with formative assessment items embedded throughout the online course. Our method carefully exploits correlations between various parts of student performance, as well as in the text of assessment items, to build a superior statistical model that even outperforms human experts. To evaluate our method, we compare our method with existing methods (LFA) and human engineered skill models on three Open Learning Initiative (OLI) courses at Carnegie Mellon University. The results show that (1) our method outperforms human-engineered skill models, (2) skill models discovered by our method are interpretable, and (3) our method is remarkably faster than existing methods. These results suggest that our method provides a significant contribution to the evidence-based, iterative refinement of online courses with a promising scalability. [For complete proceedings, see ED560503.]","2015-06","2016-09-13 17:04:57","2016-09-13 17:04:57","2016-09-03 20:48:57","","","","","","","Machine Beats Experts","","","","","International Educational Data Mining Society","","en","","","","","ERIC","","","<p>How to tell which skills are necessary in order to successfully complete a course?</p> <p>Learning Factor Analysis: semi-automaticall refines given skill sets.</p> <p>ePIPHANY was used to automatically discover skillsets from online course data, which are the combination of the assesment item text data and student learning interaction data. The goal was to give constructive feedback to course developers to improve future courses</p> <p>the epiphany model better found skills than humans, by finding ""optimal clustering parameters""</p>","","http://eric.ed.gov/?id=ED560513","","Automation; Comparative Analysis; Correlation; data; Formative Evaluation; models; Online Courses; Skills","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
