"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AHU4BUDV","videoRecording","2015","Educause","Why Is Measuring Learning So Difficult?","","","","","https://www.youtube.com/watch?v=_iv8A1pHNYA","Several higher education learning and assessment professionals discuss the difficulties of measuring learning.","2015-08-17","2016-09-13 16:23:08","2016-09-13 16:23:08","2016-01-17 18:50:57","","","","","","","","","","","","","","","","","","","YouTube","","","<p><strong>2. Why is measuring learning so difficult: </strong></p> <p>- Dont know where a student starts from</p> <p><br />- Can't measure all the ways people learn</p> <p>- Based on proxies, but proxies change - We have to simplify but may throw away the signal and keep the noise</p> <p>&nbsp;</p> <p>&nbsp;</p>","","","","Assessment; Education; educational assessment; EDUCAUSE; Higher Education; learners; Learning; Teaching and learning","","","","","","","","","","","","","","","","","","","","","470 seconds","","","","","","","","","","","","","","","","","","","","","","","","",""
"R8IBW63R","webpage","2016","Weinersmith, Zach","Saturday Morning Breakfast Cereal","","","","","http://www.smbc-comics.com/index.php?id=3978","","2016-01-05","2016-09-13 16:23:08","2016-09-13 16:23:08","2016-01-18 18:17:09","","","","","","","","","","","","","","","","","","","","","","<p>This is deep and sarcastic. I am speechless.&nbsp;</p> <p>&nbsp;</p>","","http://www.smbc-comics.com/index.php?id=3978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"498AZHWG","conferencePaper","2014","Clow, Doug","Data wranglers: human interpreters to help close the feedback loop","Proceedings of the Fourth International Conference on Learning Analytics And Knowledge","","","","","","2014","2016-09-13 16:23:08","2016-09-13 16:23:08","","49–53","","","","","","","","","","","ACM","","","","","","","","","","<p>With the large amount of data available nowadays, there is a demand and value for human intervention</p> <p>to transform data into useful intelligence. The paper introduced the program of human data wranglers from the Open university in England and their practice in supporting the value of human meaning makers in the process of learning analytics.</p> <p>I can see from the paper that the data wrangler process is not uniform and depends greatly on the capability of the personel involved. The most valuable insights still come from the individual level and the engagements of students and teachers.</p> <p>Overall, it was interesting to see the project and the progress in the practice of learning analytics</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJV7JG8H","magazineArticle","2015","Kucirkova, Natalia; FitzGerald, Elizabeth","Zuckerberg is ploughing billions into 'personalised learning' – why?","The Conversation","","","","http://theconversation.com/zuckerberg-is-ploughing-billions-into-personalised-learning-why-51940","Zuckerburg wants to plough billions into personalised learning, but his way may not be the right way.","2015-12-09","2016-09-13 16:23:08","2016-09-13 16:23:08","2016-01-18 19:14:05","","","","","","","","","","","","","","","","","","","","","","<p>Personalized learning is definitely a new cool kid on the block, endorsed by millions of dollar with a big name behind.</p> <p>Yet with a not so impressive portfolio of how it actually impact or improve student's learning, personalized learning could easily fade away like a trendy item if not catered well enough to the needs of students and teachers.</p> <p>However it could be a stepping stone for some new unicorn technology in the future.</p> <p>&nbsp;</p> <p>&nbsp;</p>","","https://theconversation.com/zuckerberg-is-ploughing-billions-into-personalised-learning-why-51940","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5FKMKU3P","videoRecording","2015","Georgia Tech","Feature Selection","","","","","https://www.youtube.com/watch?v=8CpRLplmdqE","","2015-02-23","2016-09-13 16:23:08","2016-09-13 16:23:08","2016-01-18 19:18:06","","","","","","","","","","","","Youtube","","","","","","","","","","<p>Very good explanation but a little short. I still need to find out more through googling longer and more detailed materials</p>","","https://www.youtube.com/watch?v=8CpRLplmdqE","","","","","","","","","","","","","","","Udacity","","","","","","","","3:13","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDW4ZPCC","bookSection","2016","Hanneman, R.A.; Riddle, M.","Chapter 1: Social Network Data","Introduction to Social Network Methods","","","","http://faculty.ucr.edu/~hanneman/nettext/C1_Social_Network_Data.html","","2016-01-18","2016-09-13 16:23:08","2016-09-13 16:23:08","2016-01-18 20:17:24","","","","","","","","","","","","","","","","","","","","","","<p>This page definitely gave a deeper look into SNA.&nbsp; Some examples were very relevant to the project we did in class.</p> <p>Since we didnot have a tons of practice with SNA. Many interesting methods were not used so I wonder how important they are or how effective they are in implementing to extract values from real life data. </p>","","http://faculty.ucr.edu/~hanneman/nettext/C1_Social_Network_Data.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NTB5CQF6","webpage","2014","Groelmund, Garrett","RStudio Cheat Sheets","RStudio","","","","https://www.rstudio.com/resources/cheatsheets/","","2014-08-01","2016-09-13 16:23:08","2016-09-13 16:23:08","2016-01-19 21:17:28","","","","","","","","","","","","","","","","","","","","","","<p>This Cheat sheet is very useful and help me create R markdown with more variety of fonts and flexibility in displaying my code</p> <p>Especially the syntax for texts : italics, bold, number of ##s are helpful. It&nbsp; is even posible to include a picture into R Markdown.</p>","","http://shiny.rstudio.com/articles/rm-cheatsheet.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPFNPEQC","conferencePaper","2013","san Pedro, Maria Ofelia; Baker, Ryan; Bowers, Alex; Heffernan, Neil","Predicting college enrollment from student interaction with an intelligent tutoring system in middle school","Educational Data Mining 2013","","","","","","2013","2016-09-13 16:23:08","2016-09-13 16:23:08","","","","","","","","","","","","","","","","","","","","","","","<p>This article introduces the context of the ASSISTment data that we worked in class. It is interesting to see what kind of data analysis methods were&nbsp; used with the ASSISTment system in New England.</p> <p>The findings support existing theories about factors that affect college enrollment from pre college education. As the paper suggested, I would love to see methods like classification trees and support vector machines to be used in the paper. It is good that we got the chance to practise on the ASSISTment data ourselves.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWH5XQRT","journalArticle","2012","Greller, Wolfgang; Drachsler, Hendrik","Translating Learning into Numbers: A Generic Framework for Learning Analytics","Journal of Educational Technology & Society","","1176-3647","","http://www.jstor.org/stable/jeductechsoci.15.3.42","ABSTRACT With the increase in available educational data, it is expected that Learning Analytics will become a powerful means to inform and support learners, teachers and their institutions in better understanding and predicting personal learning needs and performance. However, the processes and requirements behind the beneficial application of Learning and Knowledge Analytics as well as the consequences for learning and teaching are still far from being understood. In this paper, we explore the key dimensions of Learning Analytics (LA), the critical problem zones, and some potential dangers to the beneficial exploitation of educational data. We propose and discuss a generic design framework that can act as a useful guide for setting up Learning Analytics services in support of educational practice and learner guidance, in quality assurance, curriculum development, and in improving teacher effectiveness and efficiency. Furthermore, the presented article intends to inform about soft barriers and limitations of Learning Analytics. We identify the required skills and competences that make meaningful use of Learning Analytics data possible to overcome gaps in interpretation literacy among educational stakeholders. We also discuss privacy and ethical issues and suggest ways in which these issues can be addressed through policy guidelines and best practice examples.","2012","2016-09-13 16:23:08","2016-09-13 16:23:08","2016-09-03 18:55:41","42-57","","3","15","","Journal of Educational Technology & Society","Translating Learning into Numbers","","","","","","","","","","","","JSTOR","","","<p>The&nbsp; article discussed the 6 dimensions of learning analytic and the impact of analytic process on the end user and the data supplier&nbsp;</p> <p>Nowadays we are flooded with data, very different from the past. LA could significantly improve learning experience through personalization, education tracking</p> <p>Metrics in education is high stake</p> <p>LA is at the dawn of its existence.&nbsp; So this article helps identify the required skills and competences necesary to make Learning analytics an area more accessible for educational stakeholders.</p> <p>Privacy and ethical issues were also addressed.</p> <p>&nbsp;</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZH7JND5","bookSection","2006","Kay, Judy; Maisonneuve, Nicolas; Yacef, Kalina; Reimann, Peter","The Big Five and Visualisations of Team Work Activity","Intelligent Tutoring Systems","978-3-540-35159-7 978-3-540-35160-3","","","http://link.springer.com/chapter/10.1007/11774303_20","We have created a set of novel visualisations of group activity: they mirror activity of individuals and their interactions, based upon readily available authentic data. We evaluated these visualisations in the context of a semester long software development project course. We give a theoretical analysis of the design of our visualizations using the framework from the “Big 5” theory of team work as well as a qualitative study of the visualisations and the students’ reflective reports. We conclude that these visualisations provide a powerful and valuable mirroring role with potential, when well used, to help groups learn to improve their effectiveness.","2006-06-26","2016-09-13 16:23:09","2016-09-13 16:23:09","2016-09-03 19:10:12","197-206","","","","","","","","","","","Springer Berlin Heidelberg","","en","©2006 Springer-Verlag Berlin Heidelberg","","","","link.springer.com","","","<p>Visualization is a crucial step in extracting information from data in the data analysis cycle.&nbsp;</p> <p>The visualization of the group activities in the context of a semester long project development course shows us&nbsp; powerful benefits of using visualization and the Big 5 framework to improve effectiveness of team work activity.</p> <p>Visualization definitely helped us understand the data better in order to figure out the next important steps of using the effective methods to&nbsp; analyze the data</p> <p>&nbsp;</p> <p>&nbsp;</p>","","https://link.springer.com/chapter/10.1007/11774303_20","","Artificial Intelligence (incl. Robotics); Computers and Education; Information Systems Applications (incl. Internet); Multimedia Information Systems; User Interfaces and Human Computer Interaction","Ikeda, Mitsuru; Ashley, Kevin D.; Chan, Tak-Wai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
